A pessoa tem nome AARON BALTHAZAR BELO. Teve cadastro na base unificada em 08/05/20 17:26:55,000000. Atualizado em 08/05/20 17:26:55,000000. Essa pessoa nasceu em 19/05/38 00:00:00,000000. Tem sexo I. Tem o endereço DIUMER SCHNEIDER, número 9038, bairro VICTORIA II. Estado RS. De CEP 99709012. Tem telefone 11 957857020. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema SAUDE. O armazenamento é baseado na hipótese legal da LGPD SEM ENQUADRAMENTO.Essa pessoa tem documento 86265355031, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome JOANA HADDAD ARRUDA. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 12/04/20 00:00:00,000000. Tem sexo F. Tem o endereço ROCHA AZEVEDO, número 5733, bairro CONDOMINIO NOVA SAO PAULO. Estado SP. De CEP 06690150. Tem telefone 19 980366944. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema SAUDE. O armazenamento é baseado na hipótese legal da LGPD SEM ENQUADRAMENTO.Essa pessoa tem documento 10177772255, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome FRANCISCO LINS FIRMINO. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 10/01/97 00:00:00,000000. Tem sexo M. Tem o endereço ORLANDO CARIONI, número 2556, bairro LAGOA DA CONCEICAO. Estado SC. De CEP 88062035. Tem telefone 21 983263532. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema CONSORCIO. O armazenamento é baseado na hipótese legal da LGPD SEM ENQUADRAMENTO.Essa pessoa tem documento 10213158850, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome FRANCISCO LINS FIRMINO. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 10/01/97 00:00:00,000000. Tem sexo M. Tem o endereço ORLANDO CARIONI, número 2556, bairro LAGOA DA CONCEICAO. Estado SC. De CEP 88062035. Tem telefone 21 983263532. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema TELEFONIA. O armazenamento é baseado na hipótese legal da LGPD SEM ENQUADRAMENTO.Essa pessoa tem documento 10213158850, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome ZANDRO GENEROZO MARQUEZ. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 06/09/95 00:00:00,000000. Tem sexo M. Tem o endereço INES DE CASTRO, número 5683, bairro JARDIM PRIMAVERA I. Estado MS. De CEP 79906888. Tem telefone 48 980049327. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema CONSORCIO. O armazenamento é baseado na hipótese legal da LGPD SEM ENQUADRAMENTO.Essa pessoa tem documento 10016109031, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome ZANDRO GENEROZO MARQUEZ. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 06/09/95 00:00:00,000000. Tem sexo M. Tem o endereço INES DE CASTRO, número 5683, bairro JARDIM PRIMAVERA I. Estado MS. De CEP 79906888. Tem telefone 48 980049327. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema TELEFONIA. O armazenamento é baseado na hipótese legal da LGPD .Essa pessoa tem documento 10016109031, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome ZANDRO GENEROZO MARQUEZ. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 06/09/95 00:00:00,000000. Tem sexo M. Tem o endereço INES DE CASTRO, número 5683, bairro JARDIM PRIMAVERA I. Estado MS. De CEP 79906888. Tem telefone 48 980049327. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema TELEFONIA. O armazenamento é baseado na hipótese legal da LGPD .Essa pessoa tem documento 10016109031, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome ZANDRO GENEROZO MARQUEZ. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 06/09/95 00:00:00,000000. Tem sexo M. Tem o endereço INES DE CASTRO, número 5683, bairro JARDIM PRIMAVERA I. Estado MS. De CEP 79906888. Tem telefone 48 980049327. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema EDUCACAO. O armazenamento é baseado na hipótese legal da LGPD EXECUCAO DE CONTRATO E PROCEDIMENTO PRELIMINAR.Essa pessoa tem documento 10016109031, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome ZANDRO GENEROZO MARQUEZ. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 06/09/95 00:00:00,000000. Tem sexo M. Tem o endereço INES DE CASTRO, número 5683, bairro JARDIM PRIMAVERA I. Estado MS. De CEP 79906888. Tem telefone 48 980049327. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema SAUDE. O armazenamento é baseado na hipótese legal da LGPD SEM ENQUADRAMENTO.Essa pessoa tem documento 10016109031, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome ZANDRO GENEROZO MARQUEZ. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 06/09/95 00:00:00,000000. Tem sexo M. Tem o endereço INES DE CASTRO, número 5683, bairro JARDIM PRIMAVERA I. Estado MS. De CEP 79906888. Tem telefone 48 980049327. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema EDUCACAO. O armazenamento é baseado na hipótese legal da LGPD SEM ENQUADRAMENTO.Essa pessoa tem documento 10016109031, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome ZANDRO GENEROZO MARQUEZ. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 06/09/95 00:00:00,000000. Tem sexo M. Tem o endereço INES DE CASTRO, número 5683, bairro JARDIM PRIMAVERA I. Estado MS. De CEP 79906888. Tem telefone 48 980049327. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema CAPITALIZACAO. O armazenamento é baseado na hipótese legal da LGPD EXECUCAO DE CONTRATO E PROCEDIMENTO PRELIMINAR.Essa pessoa tem documento 10016109031, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome ZANDRO GENEROZO MARQUEZ. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 06/09/95 00:00:00,000000. Tem sexo M. Tem o endereço INES DE CASTRO, número 5683, bairro JARDIM PRIMAVERA I. Estado MS. De CEP 79906888. Tem telefone 48 980049327. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema CAPITALIZACAO. O armazenamento é baseado na hipótese legal da LGPD EXECUCAO DE CONTRATO E PROCEDIMENTO PRELIMINAR.Essa pessoa tem documento 10016109031, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome ZANDRO GENEROZO MARQUEZ. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 06/09/95 00:00:00,000000. Tem sexo M. Tem o endereço INES DE CASTRO, número 5683, bairro JARDIM PRIMAVERA I. Estado MS. De CEP 79906888. Tem telefone 48 980049327. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema CAPITALIZACAO. O armazenamento é baseado na hipótese legal da LGPD SEM ENQUADRAMENTO.Essa pessoa tem documento 10016109031, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome ZANDRO GENEROZO MARQUEZ. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 06/09/95 00:00:00,000000. Tem sexo M. Tem o endereço INES DE CASTRO, número 5683, bairro JARDIM PRIMAVERA I. Estado MS. De CEP 79906888. Tem telefone 48 980049327. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema SAUDE. O armazenamento é baseado na hipótese legal da LGPD SEM ENQUADRAMENTO.Essa pessoa tem documento 10016109031, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome ZANDRO GENEROZO MARQUEZ. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 06/09/95 00:00:00,000000. Tem sexo M. Tem o endereço INES DE CASTRO, número 5683, bairro JARDIM PRIMAVERA I. Estado MS. De CEP 79906888. Tem telefone 48 980049327. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema CONSORCIO. O armazenamento é baseado na hipótese legal da LGPD SEM ENQUADRAMENTO.Essa pessoa tem documento 10016109031, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome ZANDRO GENEROZO MARQUEZ. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 06/09/95 00:00:00,000000. Tem sexo M. Tem o endereço INES DE CASTRO, número 5683, bairro JARDIM PRIMAVERA I. Estado MS. De CEP 79906888. Tem telefone 48 980049327. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema CONSORCIO. O armazenamento é baseado na hipótese legal da LGPD SEM ENQUADRAMENTO.Essa pessoa tem documento 10016109031, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome ZANDRO GENEROZO MARQUEZ. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 06/09/95 00:00:00,000000. Tem sexo M. Tem o endereço INES DE CASTRO, número 5683, bairro JARDIM PRIMAVERA I. Estado MS. De CEP 79906888. Tem telefone 48 980049327. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema TELEFONIA. O armazenamento é baseado na hipótese legal da LGPD .Essa pessoa tem documento 10016109031, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome ZANDRO GENEROZO MARQUEZ. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 06/09/95 00:00:00,000000. Tem sexo M. Tem o endereço INES DE CASTRO, número 5683, bairro JARDIM PRIMAVERA I. Estado MS. De CEP 79906888. Tem telefone 48 980049327. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema TELEFONIA. O armazenamento é baseado na hipótese legal da LGPD .Essa pessoa tem documento 10016109031, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome ZANDRO GENEROZO MARQUEZ. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 06/09/95 00:00:00,000000. Tem sexo M. Tem o endereço INES DE CASTRO, número 5683, bairro JARDIM PRIMAVERA I. Estado MS. De CEP 79906888. Tem telefone 48 980049327. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema EDUCACAO. O armazenamento é baseado na hipótese legal da LGPD EXECUCAO DE CONTRATO E PROCEDIMENTO PRELIMINAR.Essa pessoa tem documento 10016109031, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome ZANDRO GENEROZO MARQUEZ. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 06/09/95 00:00:00,000000. Tem sexo M. Tem o endereço INES DE CASTRO, número 5683, bairro JARDIM PRIMAVERA I. Estado MS. De CEP 79906888. Tem telefone 48 980049327. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema SAUDE. O armazenamento é baseado na hipótese legal da LGPD SEM ENQUADRAMENTO.Essa pessoa tem documento 10016109031, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome ZANDRO GENEROZO MARQUEZ. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 06/09/95 00:00:00,000000. Tem sexo M. Tem o endereço INES DE CASTRO, número 5683, bairro JARDIM PRIMAVERA I. Estado MS. De CEP 79906888. Tem telefone 48 980049327. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema EDUCACAO. O armazenamento é baseado na hipótese legal da LGPD SEM ENQUADRAMENTO.Essa pessoa tem documento 10016109031, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome ZANDRO GENEROZO MARQUEZ. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 06/09/95 00:00:00,000000. Tem sexo M. Tem o endereço INES DE CASTRO, número 5683, bairro JARDIM PRIMAVERA I. Estado MS. De CEP 79906888. Tem telefone 48 980049327. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema CAPITALIZACAO. O armazenamento é baseado na hipótese legal da LGPD EXECUCAO DE CONTRATO E PROCEDIMENTO PRELIMINAR.Essa pessoa tem documento 10016109031, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome ZANDRO GENEROZO MARQUEZ. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 06/09/95 00:00:00,000000. Tem sexo M. Tem o endereço INES DE CASTRO, número 5683, bairro JARDIM PRIMAVERA I. Estado MS. De CEP 79906888. Tem telefone 48 980049327. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema CAPITALIZACAO. O armazenamento é baseado na hipótese legal da LGPD EXECUCAO DE CONTRATO E PROCEDIMENTO PRELIMINAR.Essa pessoa tem documento 10016109031, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome ZANDRO GENEROZO MARQUEZ. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 06/09/95 00:00:00,000000. Tem sexo M. Tem o endereço INES DE CASTRO, número 5683, bairro JARDIM PRIMAVERA I. Estado MS. De CEP 79906888. Tem telefone 48 980049327. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema CAPITALIZACAO. O armazenamento é baseado na hipótese legal da LGPD SEM ENQUADRAMENTO.Essa pessoa tem documento 10016109031, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome ZANDRO GENEROZO MARQUEZ. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 06/09/95 00:00:00,000000. Tem sexo M. Tem o endereço INES DE CASTRO, número 5683, bairro JARDIM PRIMAVERA I. Estado MS. De CEP 79906888. Tem telefone 48 980049327. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema SAUDE. O armazenamento é baseado na hipótese legal da LGPD SEM ENQUADRAMENTO.Essa pessoa tem documento 10016109031, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome ZANDRO GENEROZO MARQUEZ. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 06/09/95 00:00:00,000000. Tem sexo M. Tem o endereço INES DE CASTRO, número 5683, bairro JARDIM PRIMAVERA I. Estado MS. De CEP 79906888. Tem telefone 48 980049327. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema CONSORCIO. O armazenamento é baseado na hipótese legal da LGPD SEM ENQUADRAMENTO.Essa pessoa tem documento 10016109031, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome SONIA RODRIGO ELIAS. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 23/06/22 00:00:00,000000. Tem sexo F. Tem o endereço EW 13, número 7149, bairro CHACARA DOS PODERES. Estado MS. De CEP 79037839. Tem telefone 21 927259286. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema TELEFONIA. O armazenamento é baseado na hipótese legal da LGPD SEM ENQUADRAMENTO.Essa pessoa tem documento 10047894407, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome SONIA RODRIGO ELIAS. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 23/06/22 00:00:00,000000. Tem sexo F. Tem o endereço EW 13, número 7149, bairro CHACARA DOS PODERES. Estado MS. De CEP 79037839. Tem telefone 21 927259286. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema CONSORCIO. O armazenamento é baseado na hipótese legal da LGPD SEM ENQUADRAMENTO.Essa pessoa tem documento 10047894407, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome SONIA RODRIGO ELIAS. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 23/06/22 00:00:00,000000. Tem sexo F. Tem o endereço EW 13, número 7149, bairro CHACARA DOS PODERES. Estado MS. De CEP 79037839. Tem telefone 21 927259286. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema CAPITALIZACAO. O armazenamento é baseado na hipótese legal da LGPD EXECUCAO DE CONTRATO E PROCEDIMENTO PRELIMINAR.Essa pessoa tem documento 10047894407, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome SONIA RODRIGO ELIAS. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 23/06/22 00:00:00,000000. Tem sexo F. Tem o endereço EW 13, número 7149, bairro CHACARA DOS PODERES. Estado MS. De CEP 79037839. Tem telefone 21 927259286. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema SAUDE. O armazenamento é baseado na hipótese legal da LGPD SEM ENQUADRAMENTO.Essa pessoa tem documento 10047894407, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome SONIA RODRIGO ELIAS. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 23/06/22 00:00:00,000000. Tem sexo F. Tem o endereço EW 13, número 7149, bairro CHACARA DOS PODERES. Estado MS. De CEP 79037839. Tem telefone 21 927259286. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema EDUCACAO. O armazenamento é baseado na hipótese legal da LGPD SEM ENQUADRAMENTO.Essa pessoa tem documento 10047894407, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome EDUARDO COUTO SALVADOR. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 02/05/40 00:00:00,000000. Tem sexo M. Tem o endereço JOSE BONIFACIO, número 1302, bairro OITIZEIRO. Estado PB. De CEP 58088560. Tem telefone 19 935162038. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema CONSORCIO. O armazenamento é baseado na hipótese legal da LGPD SEM ENQUADRAMENTO.Essa pessoa tem documento 10080087370, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome EDUARDO COUTO SALVADOR. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 02/05/40 00:00:00,000000. Tem sexo M. Tem o endereço JOSE BONIFACIO, número 1302, bairro OITIZEIRO. Estado PB. De CEP 58088560. Tem telefone 19 935162038. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema TELEFONIA. O armazenamento é baseado na hipótese legal da LGPD SEM ENQUADRAMENTO.Essa pessoa tem documento 10080087370, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome EDUARDO COUTO SALVADOR. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 02/05/40 00:00:00,000000. Tem sexo M. Tem o endereço JOSE BONIFACIO, número 1302, bairro OITIZEIRO. Estado PB. De CEP 58088560. Tem telefone 19 935162038. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema EDUCACAO. O armazenamento é baseado na hipótese legal da LGPD SEM ENQUADRAMENTO.Essa pessoa tem documento 10080087370, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome EDUARDO COUTO SALVADOR. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 02/05/40 00:00:00,000000. Tem sexo M. Tem o endereço JOSE BONIFACIO, número 1302, bairro OITIZEIRO. Estado PB. De CEP 58088560. Tem telefone 19 935162038. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema CAPITALIZACAO. O armazenamento é baseado na hipótese legal da LGPD EXECUCAO DE CONTRATO E PROCEDIMENTO PRELIMINAR.Essa pessoa tem documento 10080087370, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome EDUARDO COUTO SALVADOR. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 02/05/40 00:00:00,000000. Tem sexo M. Tem o endereço JOSE BONIFACIO, número 1302, bairro OITIZEIRO. Estado PB. De CEP 58088560. Tem telefone 19 935162038. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema SAUDE. O armazenamento é baseado na hipótese legal da LGPD SEM ENQUADRAMENTO.Essa pessoa tem documento 10080087370, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome GABRIELA ESTEVES JUNIOR. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 22/03/09 00:00:00,000000. Tem sexo F. Tem o endereço SANTA CLARA, número 895, bairro CENTRO. Estado RJ. De CEP 26510603. Tem telefone 55 987573689. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema CONSORCIO. O armazenamento é baseado na hipótese legal da LGPD SEM ENQUADRAMENTO.Essa pessoa tem documento 10091151708, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome GABRIELA ESTEVES JUNIOR. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 22/03/09 00:00:00,000000. Tem sexo F. Tem o endereço SANTA CLARA, número 895, bairro CENTRO. Estado RJ. De CEP 26510603. Tem telefone 55 987573689. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema EDUCACAO. O armazenamento é baseado na hipótese legal da LGPD SEM ENQUADRAMENTO.Essa pessoa tem documento 10091151708, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome GABRIELA ESTEVES JUNIOR. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 22/03/09 00:00:00,000000. Tem sexo F. Tem o endereço SANTA CLARA, número 895, bairro CENTRO. Estado RJ. De CEP 26510603. Tem telefone 55 987573689. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema SAUDE. O armazenamento é baseado na hipótese legal da LGPD EXECUCAO DE CONTRATO E PROCEDIMENTO PRELIMINAR.Essa pessoa tem documento 10091151708, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome GABRIELA ESTEVES JUNIOR. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 22/03/09 00:00:00,000000. Tem sexo F. Tem o endereço SANTA CLARA, número 895, bairro CENTRO. Estado RJ. De CEP 26510603. Tem telefone 55 987573689. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema TELEFONIA. O armazenamento é baseado na hipótese legal da LGPD SEM ENQUADRAMENTO.Essa pessoa tem documento 10091151708, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome MARCELE FELISBERTO TEIXEIRA. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 10/03/97 00:00:00,000000. Tem sexo I. Tem o endereço COELHO NETO, número 1627, bairro CIDADE BOA VISTA. Estado SP. De CEP 08693330. Tem telefone 81 949489501. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema TELEFONIA. O armazenamento é baseado na hipótese legal da LGPD SEM ENQUADRAMENTO.Essa pessoa tem documento 10113615663, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome MARCELE FELISBERTO TEIXEIRA. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 10/03/97 00:00:00,000000. Tem sexo I. Tem o endereço COELHO NETO, número 1627, bairro CIDADE BOA VISTA. Estado SP. De CEP 08693330. Tem telefone 81 949489501. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema SAUDE. O armazenamento é baseado na hipótese legal da LGPD SEM ENQUADRAMENTO.Essa pessoa tem documento 10113615663, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome MARCELE FELISBERTO TEIXEIRA. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 10/03/97 00:00:00,000000. Tem sexo I. Tem o endereço COELHO NETO, número 1627, bairro CIDADE BOA VISTA. Estado SP. De CEP 08693330. Tem telefone 81 949489501. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema CONSORCIO. O armazenamento é baseado na hipótese legal da LGPD SEM ENQUADRAMENTO.Essa pessoa tem documento 10113615663, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
